"placette";"date";"heure_debut";"heure_fin";"rq_placette";"transect";"rq_transect";"pts_libres_15m";"pts_libres_25m";"arbustive_15m";"arbustive_25m";"arboree_15m";"arboree_25m";"BMS_classe_diametre.cm";"BMS_sd_saprox";"BMS_sp";"BMS_contact_sol";"quart";"rq_quart";"Cat_arbre";"note_DEPERIS";"BM";"MR";"diam";"BMP_sd_saprox";"BMP_sp";"H_arbre_mort.m";"code_DMH";"code_DMH2";"code_DMH3";"code_DMH4";"code_DMH5";"code_DMH6";"code_DMH7";"code_DMH8";"code_DMH9";"quart_abg";"num_arbre"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;50;NA;"chene sessile";NA;"GR12t";"";"";"";"";"";"";"";"";"ES";"T_207_ES.11"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"ES";"T_207_ES.12"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;45;NA;"chene sessile";NA;"SE13t";"GR12t";"DE13t";"";"";"";"";"";"";"ES";"T_207_ES.13"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"10";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";3;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";4;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";3;"INC";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";5;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Sud";"pluie";8;NA;1;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;50;NA;"chene sessile";NA;"2IN11p";"2IN13t";"IN14t";"IN11t";"";"";"";"";"";"SO";"T_207_SO.3"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;10;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"SO";"T_207_SO.4"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"SO";"T_207_SO.5"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;55;NA;"chene sessile";NA;"GR12t";"IN22h";"DE11h";"";"";"";"";"";"";"SO";"T_207_SO.6"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;70;NA;"chene sessile";NA;"DE11t";"SE11t";"";"";"";"";"";"";"";"SO";"T_207_SO.7"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;40;NA;"hetre";NA;"SE11t";"CV13t";"";"";"";"";"";"";"";"SO";"T_207_SO.8"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;40;NA;"chene sessile";NA;"GR12t";"DE11h";"";"";"";"";"";"";"";"SO";"T_207_SO.9"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"CV22h";"";"";"";"";"";"";"";"";"SO";"T_207_SO.10"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"T_207_3";"F";NA;NA;53;NA;"";12.5;"";"";"";"";"";"";"";"";"";"SO";"T_207_3"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"piste de debardage + fosse de ruisseau (a sec)";"T_207_4";"D";NA;NA;61;NA;"";15.5;"";"";"";"";"";"";"";"";"";"NE";"T_207_4"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;15;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"SO";"T_207_SO.12"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;70;NA;"chene pedoncule";NA;"2CV22t";"CV41t";"CV12t";"DE13t";"DE13h";"IN23h";"SE11t";"2DE11h";"";"SO";"T_207_SO.13"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;40;NA;"hetre";NA;"SE11t";"CV22t";"";"";"";"";"";"";"";"SO";"T_207_SO.14"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"DE11t";"";"";"";"";"";"";"";"";"SO";"T_207_SO.15"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"";"V";"";NA;NA;30;NA;"hetre";NA;"SE11t";"";"";"";"";"";"";"";"";"SO";"T_207_SO.16"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";3;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"10";5;"CHA";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"10";5;"CHA";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"10";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"20";3;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";5;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";4;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"15";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";5;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";3;"INC";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"Ouest";"pluie";9;NA;1;0;1;1;"5";3;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;45;NA;"chene sessile";NA;"CV44p";"DE13h";"2DE11h";"";"";"";"";"";"";"ON";"T_207_ON.2"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;15;NA;"alisier torminal";NA;"";"";"";"";"";"";"";"";"";"ON";"T_207_ON.3"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;35;NA;"chene sessile";NA;"IN11t";"EP22t";"DE11t";"GR12t";"GR12h";"";"";"";"";"ON";"T_207_ON.4"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;35;NA;"chene sessile";NA;"GR12h";"GR12t";"IN11h";"IN11p";"IN11t";"SE11t";"";"";"";"ON";"T_207_ON.5"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;65;NA;"chene sessile";NA;"GR12h";"GR12t";"SE13t";"DE11t";"CV44p";"";"";"";"";"ON";"T_207_ON.6"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;24;NA;"charme";NA;"SE11t";"2CV22h";"";"";"";"";"";"";"";"ON";"T_207_ON.7"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"C";NA;NA;85;NA;"chene sessile";NA;"SE13t";"DE13h";"";"";"";"";"";"";"";"ON";"T_207_ON.8"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;55;NA;"chene sessile";NA;"SE13t";"";"";"";"";"";"";"";"";"ON";"T_207_ON.9"
"T_207";"19/06/2024";"08:45";"10:25";"debut le 18/06/2024 de 18h07 a 18h52. DEPERIS fait sous la pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_207_1";"B";NA;NA;87;NA;"Quercus_petraea";NA;"";"";"";"";"";"";"";"";"";NA;"T_207_1"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage + fosse de ruisseau (a sec)";"V";"";NA;NA;65;NA;"chene sessile";NA;"3IN13t";"SE11t";"IN11h";"DE11h";"";"";"";"";"";"ON";"T_315_ON.2"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"10";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";1;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";4;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"15";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Nord";"";3;NA;0;0;1;1;"5";1;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"T_315_2";"";NA;NA;76;NA;"";17;"";"";"";"";"";"";"";"";"";"NE";"T_315_2"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;25;NA;"hetre";NA;"SE11t";"";"";"";"";"";"";"";"";"NE";"T_315_NE.3"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;25;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.4"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;70;NA;"chene sessile";NA;"GR12t";"";"";"";"";"";"";"";"";"NE";"T_315_NE.5"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;30;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.6"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;20;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.7"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;25;NA;"hetre";NA;"GR12p";"";"";"";"";"";"";"";"";"NE";"T_315_NE.8"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;80;NA;"chene sessile";NA;"GR12h";"";"";"";"";"";"";"";"";"NE";"T_315_NE.9"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;35;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.10"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.11"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;70;NA;"chene sessile";NA;"SE11h";"DE11h";"";"";"";"";"";"";"";"NE";"T_315_NE.12"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.13"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;15;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"NE";"T_315_NE.14"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"10";2;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"10";3;"CHE";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"15";3;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"5";4;"HET";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"5";2;"HET";"Non";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"20";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"Est";"";14;NA;0;0;1;1;"5";4;"CHE";"Oui";"";"";"";"";NA;NA;NA;NA;"";NA;"";"";"";"";"";"";"";"";"";NA;""
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_315_3";"F";NA;NA;80;NA;"";25;"";"";"";"";"";"";"";"";"";"ES";"T_315_3"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;20;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.3"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;10;NA;"charme";NA;"CV22h";"";"";"";"";"";"";"";"";"ES";"T_315_ES.4"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;60;NA;"chene sessile";NA;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.5"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;10;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.6"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"C";"";NA;NA;13;2;"charme";3;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.7"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;15;NA;"charme";NA;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.8"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;20;NA;"charme";NA;"CV25h";"";"";"";"";"";"";"";"";"ES";"T_315_ES.9"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;25;NA;"hetre";NA;"";"";"";"";"";"";"";"";"";"ES";"T_315_ES.10"
"T_315";"20/06/2024";"10:00";"11:30";"pluie tout le long de l inventaire";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"V";"";NA;NA;55;NA;"chene sessile";NA;"DE11t";"CV22h";"";"";"";"";"";"";"";"ES";"T_315_ES.11"
