"id_arbre";"KEY2";"massif";"plot";"num_arbre";"X_L93";"Y_L93";"alt_L93";"precision_GPS";"carte_etat.major";"coupe_annee";"coupe_code";"classement";"dist_arbre1.m";"sp";"config_arbre";"nb_brins_decrit";"etat_arbre";"note_DEPERIS";"nb_branches_coupees";"H_bas_houppier.m";"L_houppier.m";"DBH.cm";"H_arbre.m";"methode_H";"date";"etat_ciel";"grimpeur";"duree_install.min";"duree_up.min";"duree_down.min";"duree_inventaire.min";"rq_install";"TreMs_type";"subtype";"H_TreMs";"type_related";"group_related";"rq_obs";"rapport_h_TreMs";"strate";"rq_obs_simpl";"rq_obs_simpl2";"f_elancement";"note_DEPERIS_simpl";"vol_BMP.m2";"label_fr";"morphologie";"position_gravitaire";"trait_saprox";"saproxylic_qui_est";"taille";"RS_subtype";"RS_type";"RS_groupe";"Ab_DMH_O"
"T_327_2";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[1]";"Troncais";327;2;2.71986697800458;46.6147960256785;290.875;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;20;21;86;41;"Vertex";"16/04/2024";"nuageux";"Adelie";20;12;29;41;"";"*1061 *1051 *1031 *1022 1092 *1044 *1071";1092;29.5;1092;109;"O";71.9512195121951;"h2";"OP";"O";47.6744186046512;"deperissant";0.125663706143592;"Chancre";"convexe";"lateral";5;"saprox";NA;9;7;7;12
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10221111;29.5;1022;102;"V";77.6315789473684;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10221211;28.5;1022;102;"O";75;"h2";"OP";"O";39.5833333333333;"deperissant";0.111919238284136;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10441111;0;1044;104;"V";0;"1p";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10441112;0;1044;104;"V";0;"1p";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10511312;34;1051;105;"V";89.4736842105263;"h3";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Bois sans ecorce";"plat";"lateral";5;"saprox";"moyen";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10531121;26;1053;105;"V";68.4210526315789;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Abri sous ecorce decolee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10531121;24;1053;105;"V";63.1578947368421;"h1";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Abri sous ecorce decolee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10531121;26.5;1053;105;"V";69.7368421052632;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Abri sous ecorce decolee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10531121;18.5;1053;105;"V";48.6842105263158;"2t2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Abri sous ecorce decolee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";1054;26.5;1054;105;"V";69.7368421052632;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Ecorce decollee formant une poche";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10621121;34;1062;106;"V";89.4736842105263;"h3";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Charpentiere arrachee exposant le bois du tronc";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10711111;18;1071;107;"V";47.3684210526316;"2t2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10711111;27.5;1071;107;"V";72.3684210526316;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10711111;32;1071;107;"V";84.2105263157895;"h3";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10711111;17.5;1071;107;"V";46.0526315789474;"2t2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";10731121;27;1073;107;"V";71.0526315789474;"h2";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Vestige de charpentiere brisee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";11211111;38;1121;112;"V";100;"h3";"V";"PV";39.5833333333333;"deperissant";0.111919238284136;"Bryophyte (mousse ou hepatique)";"convexe";"lateral";0;"non_saprox";"grand";12;10;7;18
"T_327_3";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[3]";"Troncais";327;3;2.71993797272444;46.6147319879383;291.350861;NA;"champs";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;18.5;19.5;96;38;"Vertex";"16/04/2024";"nuageux";"Adelie";64;23;23;46;"";"*1044 *1022 *1051 *1062 *1073 *1053 1132 *1121 1054 *1071";1132;26.5;1132;113;"O";69.7368421052632;"h2";"OP";"O";39.5833333333333;"deperissant";0.111919238284136;"Nid construit par un invertebre";NA;"lateral";2;NA;NA;12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10221211;28;1022;102;"V";75.6756756756757;"h2";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10221211;23;1022;102;"O";62.1621621621622;"h1";"OP";"O";35.2380952380952;"deperissant";0.0549778714378214;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10221213;14;1022;102;"V";37.8378378378378;"2t2";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";NA;12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10311112;33;1031;103;"P";89.1891891891892;"h3";"OP";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10311112;22;1031;103;"P";59.4594594594595;"h1";"OP";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10412212;24;1041;104;"O";64.8648648648649;"h1";"OP";"O";35.2380952380952;"deperissant";0.0549778714378214;"Dendrotelme";"concave";"dessus";2;"non_saprox";"moyen";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10441111;0;1044;104;"V";0;"1p";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10441112;0;1044;104;"V";0;"1p";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10611121;35;1061;106;"V";94.5945945945946;"h3";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Cime brisee";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10621121;33;1062;106;"V";89.1891891891892;"h3";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Charpentiere arrachee exposant le bois du tronc";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10711111;24;1071;107;"V";64.8648648648649;"h1";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10711111;30;1071;107;"V";81.0810810810811;"h2";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10731121;28.5;1073;107;"V";77.027027027027;"h2";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Vestige de charpentiere brisee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";10731121;29;1073;107;"V";78.3783783783784;"h2";"V";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Vestige de charpentiere brisee";"convexe";"lateral";5;"saprox";NA;12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";11118111;35.5;1111;111;"O";95.945945945946;"h3";"OP";"O";35.2380952380952;"deperissant";0.0549778714378214;"Polypore annuel";"convexe";"lateral";1;"non_saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";11511112;15;1151;115;"P";40.5405405405405;"2t2";"OP";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Coulee de seve active";"plat";"lateral";4;"non_saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";11511112;8;1151;115;"P";21.6216216216216;"2t1";"OP";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Coulee de seve active";"plat";"lateral";4;"non_saprox";"petit";12;10;7;18
"T_327_4";"uuid:0f7e55e1-e98b-445f-91a2-b34fdddb82fe/emplacement[4]";"Troncais";327;4;2.71977603435516;46.6146660223603;291.789398;NA;"champs";NA;"";"";NA;"Quercus_petraea";"quatrimelle";1;"vivant";"D";NA;18;19;105;37;"Vertex";"16/04/2024";"";"Guilhem";17;4;34;38;"";"*1061 *1062 *1031 *1073 *1111 *1022 *1041 *1151 *1044 *1071";11511112;6;1151;115;"P";16.2162162162162;"2t1";"OP";"PV";35.2380952380952;"deperissant";0.0549778714378214;"Coulee de seve active";"plat";"lateral";4;"non_saprox";"petit";12;10;7;18
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";10211313;1;1021;102;"V";2.4390243902439;"1p";"V";"PV";39.8058252427184;"deperissant";0.29845130209103;"Cavite a terreau de pied";"concave";"lateral";5;"saprox";NA;9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";10221111;23.5;1022;102;"V";57.3170731707317;"h1";"V";"PV";39.8058252427184;"deperissant";0.29845130209103;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";10311111;8;1031;103;"V";19.5121951219512;"2t1";"V";"PV";39.8058252427184;"deperissant";0.29845130209103;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";10311112;13;1031;103;"O";31.7073170731707;"2t2";"OP";"O";39.8058252427184;"deperissant";0.29845130209103;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";10441111;0;1044;104;"V";0;"1p";"V";"PV";39.8058252427184;"deperissant";0.29845130209103;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";1054;29;1054;105;"O";70.7317073170732;"h2";"OP";"O";39.8058252427184;"deperissant";0.29845130209103;"Ecorce decollee formant une poche";"convexe";"lateral";5;"saprox";NA;9;8;6;14
"T_337_1";"uuid:20c61c74-d4a9-45de-8e31-5e425330b349/emplacement[4]";"Troncais";337;1;2.70164396613836;46.6280870418996;266.755157;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";6;18.1;22.9;103;41;"Vertex";"17/04/2024";"";"Guilhem";NA;4;15;19;"";"*1073 1054 *1022 *1031 1142 *1021 *1044 *1071";1054;13;1054;105;"O";31.7073170731707;"2t2";"OP";"O";39.8058252427184;"deperissant";0.29845130209103;"Ecorce decollee formant une poche";"convexe";"lateral";5;"saprox";NA;9;8;6;14
