placette;date;heure_debut;heure_fin;rq_placette;transect;rq_transect;pts_libres_15m;pts_libres_25m;arbustive_15m;arbustive_25m;arboree_15m;arboree_25m;BMS_classe_diametre.cm;BMS_sd_saprox;BMS_sp;BMS_contact_sol;quart;rq_quart;Cat_arbre;note_DEPERIS;BM;MR;diam;BMP_sd_saprox;BMP_sp;H_arbre_mort.m;code_DMH;code_DMH2;code_DMH3;code_DMH4;code_DMH5;code_DMH6;code_DMH7;code_DMH8;code_DMH9
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Nord-Est;piste de debardage;V;;;;35;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;5;INC;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;4;HET;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;3;HET;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;1;HET;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;4;HET;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;3;HET;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Est;;1;;1;1;1;1;5;4;HET;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;40;;hetre;;SE11t;2CV22h;3DE11h;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;60;;hetre;;CV25h;CV22t;SE11t;2DE11h;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;50;;hetre;;SE11t;SE11h;2DE11h;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;25;;hetre;;SE21t;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;20;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;30;;hetre;;SE11t;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;45;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;30;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;90;;chene sessile;;GR12t;DE11h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;75;;chene sessile;;GR12t;DE11h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;C;;;;23;2;hetre;6;EP23;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;M;;;;35;2;hetre;;4IN13t;IN14t;CV21p;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;V;;;;25;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;T_337_2;;;;89;;;18,5;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;M;;;;18;1;hetre;;IN21h;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui ;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;15;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;30;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;20;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;25;5;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;5;5;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Sud;residus coupe;9;;1;1;1;1;5;5;CHE;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;T_337_3;;;;89;;;14;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;70;;chene sessile;;IN11t;CV22t;DE13t;2DE11h;SE11t;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;70;;chene sessile;;DE13t;3DE11h;SE11t;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;25;;hetre;;SE11t;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;C;;;;24;2;hetre;11;CV22t;CV25t;CV14t;IN23t;CV31t;CV31p;2IN13t;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;70;;chene sessile;;2CV44p;4DE11h;SE21t;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;85;;chene sessile;;5DE11h;IN13t;CV12h;SE11t;DE13h;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;95;;chene sessile;;DE13t;CV14t;2DE11h;IN13h;CV22t;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;80;;chene sessile;;2CV22h;CV21p;EX11h;2DE11h;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;C;;;;26;2;hetre;15;EP22p;CV21p;EP22t;SE11t;CV31p;CV31t;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;95;;chene sessile;;CV21p;SE11t;2CV22t;4DE11h;DE13h;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;10;;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;20;;hetre;;SE11t;IN21h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;60;;chene sessile;;GR12t;IN23h;3DE11h;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Sud-Ouest;piste de debardage;V;;;;80;;chene sessile;;DE13t;DE13h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;10;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;Ouest;;9;;0;0;1;1;5;3;CHA;Oui;;;;;;;;;;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Est-Sud;;T_337_4;;;;80;;;17,9;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;;;chene sessile;;CV21p;DE11h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;M;;;;17;2;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;M;;;;15;2;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;M;;;;12;2;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;65;;chene sessile;;GR12t;GR12p;2DE11h;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;C;;;;33;2;hetre;8;CV44p;3IN13t;IN13p;EP23t;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;70;;chene sessile;;DE11h;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;70;;chene sessile;;SE11t;3DE11h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;C;;;;16;2;hetre;5;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;35;;hetre;;SE11t;DE12h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;C;;;;22;2;hetre;15;4IN13t;CV31t;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;35;;hetre;;DE12h;DE11t;SE11t;IN13h;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;M;;;;8;2;hetre;;;;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Ouest-Nord;piste de debardage;V;;;;30;;hetre;;DE12h;IN23h;;;;;;;
T_337;19/06/2024;13:40;;Pluie. Mesures DEPERIS non faites pour cause de pluie;;;;;;;;;;;;;Centre;;T_337_1;D;;;103;;Quercus_petraea;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;3;HET;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;3;HET;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;15;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;10;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;2;HET;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;INC;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;20;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Nord;buee sur le densiometre;9;;1;1;1;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;10;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;15;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;20;;hetre;;DE12h;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;C;;;;10;2;hetre;7;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;M;;;;8;2;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;M;;;;38;1;pin sylvestre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;15;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;40;;chene pedoncule;;GR12t;DE11t;SE11t;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;55;;chene sessile;;DE11h;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;M;;;;14;2;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;10;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Ouest-Nord;;T_350_2;D;;;73;;;14,5;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;25;;chene sessile;;DE12h;CV31t;2IN14t;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;20;;hetre;;SE11t;DE12h;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;V;;;;50;;chene sessile;;GR12t;3DE11h;IN11p;IN11t;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Nord-Est;;C;;;;28;2;hetre;12;CV22t;IN23t;IN13t;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;4;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;25;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;2;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;2;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;2;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;2;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;25;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;2;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;25;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;1;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;2;HET;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;30;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;4;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;2;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;2;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;20;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;2;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;2;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;10;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;5;3;CHE;Non;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;Est;chabli;17;;0;0;0;1;15;3;CHE;Oui;;;;;;;;;;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;M;;;;27;2;hetre;;IN23t;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;35;;chene sessile;;DE11h;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;15;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;35;;hetre;;DE11h;SE11t;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;M;;;;18;2;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;50;;chene sessile;;DE11t;DE11h;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;10;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;10;;hetre;;;;;;;;;;
T_350;20/06/2024;11:55;14:05;;;;;;;;;;;;;;Est-Sud;;V;;;;50;;chene sessile;;GR12t;;;;;;;;
