"placette";"date";"heure_debut";"heure_fin";"rq_placette";"transect";"rq_transect";"pts_libres_15m";"pts_libres_25m";"arbustive_15m";"arbustive_25m";"arboree_15m";"arboree_25m";"BMS_classe_diametre.cm";"BMS_sd_saprox";"BMS_sp";"BMS_contact_sol";"quart";"rq_quart";"Cat_arbre";"note_DEPERIS";"BM";"MR";"diam";"BMP_sd_saprox";"BMP_sp";"H_arbre_mort.m";"code_DMH";"quart_abg";"num_arbre";"vol_BMP.m2";"effectif";"DMH";"strate"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"SE11t";"SO";"T_337_SO.3";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"DE13t";"SO";"T_337_SO.4";"";1;"DE13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"3DE11h";"SO";"T_337_SO.4";"";3;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"SE11t";"SO";"T_337_SO.4";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;25;NA;"hetre";NA;"SE11t";"SO";"T_337_SO.5";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"CV22t";"SO";"T_337_SO.6";"";1;"CV22";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"CV25t";"SO";"T_337_SO.6";"";1;"CV25";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"CV14t";"SO";"T_337_SO.6";"";1;"CV14";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"IN23t";"SO";"T_337_SO.6";"";1;"IN23";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"CV31t";"SO";"T_337_SO.6";"";1;"CV31";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"CV31p";"SO";"T_337_SO.6";"";1;"CV31";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;24;2;"hetre";11;"2IN13t";"SO";"T_337_SO.6";"";2;"IN13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"2CV44p";"SO";"T_337_SO.7";"";2;"CV44";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"4DE11h";"SO";"T_337_SO.7";"";4;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"SE21t";"SO";"T_337_SO.7";"";1;"SE21";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"5DE11h";"SO";"T_337_SO.8";"";5;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"IN13t";"SO";"T_337_SO.8";"";1;"IN13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"CV12h";"SO";"T_337_SO.8";"";1;"CV12";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"SE11t";"SO";"T_337_SO.8";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;85;NA;"chene sessile";NA;"DE13h";"SO";"T_337_SO.8";"";1;"DE13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"DE13t";"SO";"T_337_SO.9";"";1;"DE13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"CV14t";"SO";"T_337_SO.9";"";1;"CV14";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"2DE11h";"SO";"T_337_SO.9";"";2;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"IN13h";"SO";"T_337_SO.9";"";1;"IN13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"CV22t";"SO";"T_337_SO.9";"";1;"CV22";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"2CV22h";"SO";"T_337_SO.10";"";2;"CV22";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"CV21p";"SO";"T_337_SO.10";"";1;"CV21";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"EX11h";"SO";"T_337_SO.10";"";1;"EX11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"2DE11h";"SO";"T_337_SO.10";"";2;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"EP22p";"SO";"T_337_SO.11";"";1;"EP22";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"CV21p";"SO";"T_337_SO.11";"";1;"CV21";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"EP22t";"SO";"T_337_SO.11";"";1;"EP22";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"SE11t";"SO";"T_337_SO.11";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"CV31p";"SO";"T_337_SO.11";"";1;"CV31";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"C";"";NA;NA;26;2;"hetre";15;"CV31t";"SO";"T_337_SO.11";"";1;"CV31";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"CV21p";"SO";"T_337_SO.12";"";1;"CV21";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"SE11t";"SO";"T_337_SO.12";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"2CV22t";"SO";"T_337_SO.12";"";2;"CV22";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"4DE11h";"SO";"T_337_SO.12";"";4;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;95;NA;"chene sessile";NA;"DE13h";"SO";"T_337_SO.12";"";1;"DE13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;20;NA;"hetre";NA;"SE11t";"SO";"T_337_SO.14";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;20;NA;"hetre";NA;"IN21h";"SO";"T_337_SO.14";"";1;"IN21";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;60;NA;"chene sessile";NA;"GR12t";"SO";"T_337_SO.15";"";1;"GR12";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;60;NA;"chene sessile";NA;"IN23h";"SO";"T_337_SO.15";"";1;"IN23";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;60;NA;"chene sessile";NA;"3DE11h";"SO";"T_337_SO.15";"";3;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"DE13t";"SO";"T_337_SO.16";"";1;"DE13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Sud-Ouest";"piste de debardage";"V";"";NA;NA;80;NA;"chene sessile";NA;"DE13h";"SO";"T_337_SO.16";"";1;"DE13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"1CV22h";"ES";"T_337_4";"0.204203522483337";1;"CV22";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"1CV22t";"ES";"T_337_4";"0.204203522483337";1;"CV22";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"1CV31h";"ES";"T_337_4";"0.204203522483337";1;"CV31";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"1CV44p";"ES";"T_337_4";"0.204203522483337";1;"CV44";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"4DE11h";"ES";"T_337_4";"0.204203522483337";4;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"2DE11t";"ES";"T_337_4";"0.204203522483337";2;"DE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Est-Sud";"";"T_337_4";"";NA;NA;80;NA;"";17.9;"1IN13h";"ES";"T_337_4";"0.204203522483337";1;"IN13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;NA;NA;"chene sessile";NA;"CV21p";"ON";"T_337_ON.3";"";1;"CV21";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;NA;NA;"chene sessile";NA;"DE11h";"ON";"T_337_ON.3";"";1;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"GR12t";"ON";"T_337_ON.7";"";1;"GR12";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"GR12p";"ON";"T_337_ON.7";"";1;"GR12";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;65;NA;"chene sessile";NA;"2DE11h";"ON";"T_337_ON.7";"";2;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;33;2;"hetre";8;"CV44p";"ON";"T_337_ON.8";"";1;"CV44";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;33;2;"hetre";8;"3IN13t";"ON";"T_337_ON.8";"";3;"IN13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;33;2;"hetre";8;"IN13p";"ON";"T_337_ON.8";"";1;"IN13";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;33;2;"hetre";8;"EP23t";"ON";"T_337_ON.8";"";1;"EP23";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"DE11h";"ON";"T_337_ON.9";"";1;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"SE11t";"ON";"T_337_ON.10";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;70;NA;"chene sessile";NA;"3DE11h";"ON";"T_337_ON.10";"";3;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"SE11t";"ON";"T_337_ON.12";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"DE12h";"ON";"T_337_ON.12";"";1;"DE12";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;22;2;"hetre";15;"4IN13t";"ON";"T_337_ON.13";"";4;"IN13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"C";"";NA;NA;22;2;"hetre";15;"CV31t";"ON";"T_337_ON.13";"";1;"CV31";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"DE12h";"ON";"T_337_ON.14";"";1;"DE12";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"DE11t";"ON";"T_337_ON.14";"";1;"DE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"SE11t";"ON";"T_337_ON.14";"";1;"SE11";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;35;NA;"hetre";NA;"IN13h";"ON";"T_337_ON.14";"";1;"IN13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;30;NA;"hetre";NA;"DE12h";"ON";"T_337_ON.16";"";1;"DE12";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Ouest-Nord";"piste de debardage";"V";"";NA;NA;30;NA;"hetre";NA;"IN23h";"ON";"T_337_ON.16";"";1;"IN23";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1CV21p";NA;"T_337_1";"0.29845130209103";1;"CV21";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1CV22h";NA;"T_337_1";"0.29845130209103";1;"CV22";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"2CV31t";NA;"T_337_1";"0.29845130209103";2;"CV31";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1CV44p";NA;"T_337_1";"0.29845130209103";1;"CV44";"p"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"3DE11h";NA;"T_337_1";"0.29845130209103";3;"DE11";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1DE13h";NA;"T_337_1";"0.29845130209103";1;"DE13";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1DE13t";NA;"T_337_1";"0.29845130209103";1;"DE13";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1IN14h";NA;"T_337_1";"0.29845130209103";1;"IN14";"h"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"2IN14t";NA;"T_337_1";"0.29845130209103";2;"IN14";"t"
"T_337";"19/06/2024";"13:40";"";"Pluie. Mesures DEPERIS non faites pour cause de pluie";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Centre";"";"T_337_1";"D";NA;NA;103;NA;"Quercus_petraea";NA;"1SE32t";NA;"T_337_1";"0.29845130209103";1;"SE32";"t"
"T_350";"20/06/2024";"11:55";"14:05";"";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;20;NA;"hetre";NA;"DE12h";"NE";"T_350_NE.4";"";1;"DE12";"h"
"T_350";"20/06/2024";"11:55";"14:05";"";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;40;NA;"chene pedoncule";NA;"GR12t";"NE";"T_350_NE.9";"";1;"GR12";"t"
"T_350";"20/06/2024";"11:55";"14:05";"";"";"";NA;NA;NA;NA;NA;NA;"";NA;"";"";"Nord-Est";"";"V";"";NA;NA;40;NA;"chene pedoncule";NA;"DE11t";"NE";"T_350_NE.9";"";1;"DE11";"t"
